mu  I  recN
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0007	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0012	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0000	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0002	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0012	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0007	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
0	 0.0006	1
10	 0.0007	1
10	 0.0044	1
10	 0.0049	1
10	 0.0051	1
10	 0.0048	1
10	 0.0053	1
10	 0.0054	1
10	 0.0054	1
10	 0.0055	1
10	 0.0053	1
10	 0.0046	1
10	 0.0054	1
10	 0.0051	1
10	 0.0037	1
10	 0.0055	1
10	 0.0018	1
10	 0.0047	1
10	 0.0049	1
10	 0.0053	1
10	 0.0052	1
10	 0.0054	1
10	 0.0053	1
10	 0.0044	1
10	 0.0052	1
10	 0.0047	1
10	 0.0052	1
10	 0.0052	1
10	 0.0052	1
10	 0.0054	1
10	 0.0053	1
10	 0.0041	1
10	 0.0052	1
10	 0.0050	1
10	 0.0053	1
10	 0.0051	1
10	 0.0049	1
10	 0.0049	1
10	 0.0052	1
10	 0.0054	1
10	 0.0053	1
10	 0.0046	1
10	 0.0050	1
10	 0.0053	1
10	 0.0051	1
10	 0.0054	1
10	 0.0050	1
10	 0.0054	1
10	 0.0052	1
10	 0.0055	1
10	 0.0052	1
10	 0.0036	1
10	 0.0025	1
10	 0.0032	1
10	 0.0051	1
10	 0.0048	1
10	 0.0049	1
10	 0.0048	1
10	 0.0053	1
10	 0.0055	1
10	 0.0049	1
10	 0.0053	1
10	 0.0053	1
10	 0.0006	1
10	 0.0050	1
10	 0.0053	1
10	 0.0035	1
10	 0.0054	1
10	 0.0009	1
10	 0.0007	1
10	 0.0051	1
10	 0.0047	1
10	 0.0045	1
10	 0.0039	1
10	 0.0054	1
10	 0.0030	1
10	 0.0040	1
10	 0.0054	1
10	 0.0049	1
10	 0.0054	1
10	 0.0053	1
10	 0.0040	1
10	 0.0041	1
10	 0.0050	1
10	 0.0053	1
10	 0.0050	1
10	 0.0052	1
10	 0.0052	1
10	 0.0051	1
10	 0.0051	1
10	 0.0048	1
10	 0.0052	1
10	 0.0054	1
10	 0.0052	1
10	 0.0052	1
10	 0.0047	1
10	 0.0046	1
10	 0.0052	1
10	 0.0051	1
10	 0.0043	1
10	 0.0050	1
10	 0.0050	1
10	 0.0052	1
10	 0.0053	1
10	 0.0043	1
10	 0.0044	1
10	 0.0054	1
10	 0.0045	1
10	 0.0052	1
10	 0.0038	1
10	 0.0028	1
10	 0.0038	1
10	 0.0054	1
10	 0.0053	1
10	 0.0053	1
10	 0.0052	1
10	 0.0052	1
10	 0.0042	1
10	 0.0045	1
10	 0.0052	1
10	 0.0053	1
10	 0.0049	1
10	 0.0053	1
10	 0.0046	1
10	 0.0052	1
10	 0.0053	1
10	 0.0051	1
10	 0.0054	1
10	 0.0052	1
10	 0.0055	1
10	 0.0047	1
10	 0.0055	1
